?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/FBcv_0003012>	"Genes or gene products that are acknowledged to form a natural biological group."	
<http://purl.obolibrary.org/obo/FBcv_0000809>	"Qualifier that describes an observable phenotype."	
<http://purl.obolibrary.org/obo/FBcv_0007540>	"Phenotype that is an increase in any kind of rate (e.g. speed, frequency) of courtship behavior (GO:0007619). 'courtship behavior' is defined as: 'The behavior of an organism for the purpose of attracting sexual partners.'."	
<http://purl.obolibrary.org/obo/CHEBI_33482>		
<http://purl.obolibrary.org/obo/FBcv_0000602>	"No definition for CHEBI:22025."	
<http://purl.obolibrary.org/obo/CHEBI_26386>	"A nucleobase whose skeleton is derived from purine."	"KEGG:C15587"
<http://purl.obolibrary.org/obo/CHEBI_63299>	"Any organooxygen compound derived from a carbohydrate by replacement of one or more hydroxy group(s) by an amino group, a thiol group or similar heteroatomic groups. The term also includes derivatives of these compounds."	
<http://purl.obolibrary.org/obo/CHEBI_36785>	"A bicyclic compound in which all the ring atoms are carbon."	
<http://purl.obolibrary.org/obo/FBcv_0000298>	"A phenotypic attribute is described as recessive when it is manifest only in individuals homozygous or hemizygous for the allele that causes that phenotype."	
<http://purl.obolibrary.org/obo/FBcv_0009000>	"A method for quantifying the transcriptome of individual cells, in which transcripts isolated from single cells are subjected to high-throughput sequencing and mapping to a reference genome."	"EFO:0008913 OBI:0002631"
<http://purl.obolibrary.org/obo/CHEBI_68494>	"Any substance that inhibits the process of apoptosis (programmed cell death) in multi-celled organisms."	
<http://purl.obolibrary.org/obo/FBcv_0003094>	"An analysis that results in the identification of discrete exon junctions."	
<http://purl.obolibrary.org/obo/CHEBI_26819>	"An ester of an alcohol and sulfuric acid."	
<http://purl.obolibrary.org/obo/FBcv_0000419>	"Phenotype that is any abnormality in feeding behavior (GO:0007631). 'feeding behavior' is defined as: 'Behavior associated with the intake of food.'"	
<http://purl.obolibrary.org/obo/FBcv_0007039>	"An antibody whose domain architecture has been engineered in vitro. An engineered antibody typically contains only a subset of the domains found in a naturally occurring antibody. In some cases, domains that are normally found in different chains of a naturally occurring antibody are synthesized as a single fusion protein."	
<http://purl.obolibrary.org/obo/CHEBI_27470>	"An N-acyl-amino acid that is a form of the water-soluble vitamin B9. Its biologically active forms (tetrahydrofolate and others) are essential for nucleotide biosynthesis and homocysteine remethylation."	"LINCS:LSM-5355 FooDB:FDB014504 Chemspider:5815 KEGG:C00504 KNApSAcK:C00001539 Wikipedia:Folic_Acid PDBeChem:FOL HMDB:HMDB0000121 MetaCyc:CPD-12826 KEGG:D00070 DrugBank:DB00158"
<http://purl.obolibrary.org/obo/FBcv_0000673>		
<http://purl.obolibrary.org/obo/FBcv_0002001>	"A phenotype of a population that is the death of all animals in that population at some stage or stages before the end of the first instar larval stage."	
<http://purl.obolibrary.org/obo/FBcv_0000088>	"10-20% of egg length from the posterior tip (0%) of the egg or pre-gastrula embryo."	
<http://purl.obolibrary.org/obo/FBcv_0000105>	"20-90% of egg length from the posterior tip (0%) of the egg or pre-gastrula embryo."	
<http://purl.obolibrary.org/obo/FBcv_0000593>	"No definition for CHEBI:35807."	
<http://purl.obolibrary.org/obo/CHEBI_28830>	"A monocarboxylic acid that is butanoic acid substituted at position 4 by a 4-[bis(2-chloroethyl)amino]phenyl group. A chemotherapy drug that can be used in combination with the antibody obinutuzumab for the treatment of chronic lymphocytic leukemia."	"LINCS:LSM-2645 KEGG:D00266 DrugBank:DB00291 Wikipedia:Chlorambucil PDBeChem:CBL"
<http://purl.obolibrary.org/obo/CHEBI_36340>	"Particle of half-integer spin quantum number following Fermi-Dirac statistics. Fermions are named after Enrico Fermi."	
<http://purl.obolibrary.org/obo/FBcv_0009037>	"A peptide sequence that can act as a recognition site for a protease (an enzyme that catalyzes hydrolysis of a peptide bond), where this property can be regulated by irradiation with a pulse of light."	
<http://purl.obolibrary.org/obo/FBcv_0009035>	"Non-functional fragment of a cell ablation tool. A functional cell ablation tool can be reconstituted when complementary split cell ablation tool fragments are brought together in vivo, for example by fusing the fragments to peptides that physically interact."	
<http://purl.obolibrary.org/obo/FBcv_0009041>	"Sequence that forms part of the protein product encoded by a transgenic locus or modified endogenous locus and which results in the tagged gene product undergoing protein splicing, where this process can be regulated in response to a particular stimulus."	
<http://purl.obolibrary.org/obo/FBcv_0000082>	"0-60% of egg length from the posterior tip of the egg or pre-gastrula embryo."	
<http://purl.obolibrary.org/obo/CHEBI_28938>	"An onium cation obtained by protonation of ammonia."	"Wikipedia:Ammonium PDBeChem:NH4 MolBase:929 MetaCyc:AMMONIUM KEGG:C01342"
<http://purl.obolibrary.org/obo/FBcv_0000790>	"Work consisting of a structured file of information or a set of logically related data stored and retrieved using computer-based means."	"MeSH:D019991"
<http://purl.obolibrary.org/obo/CHEBI_35442>	"A substance used to treat or prevent parasitic infections."	"Wikipedia:Antiparasitic"
<http://purl.obolibrary.org/obo/CHEBI_33619>		
<http://purl.obolibrary.org/obo/CHEBI_60038>	"Any anion arising from deprotonation of at least one OH group in a flavonoid compound."	
<http://purl.obolibrary.org/obo/FBcv_0000169>	"Strong expression."	"PATO:0000049"
<http://purl.obolibrary.org/obo/CHEBI_47857>		
<http://purl.obolibrary.org/obo/FBcv_0000676>		
<http://purl.obolibrary.org/obo/FBcv_0003029>	"The type of project as characterized its data content."	
<http://purl.obolibrary.org/obo/FBcv_0000146>	"Sequence change caused by the cleavage of a 19-24 bp palindromic DNA site by the I-CreI endonuclease."	
<http://purl.obolibrary.org/obo/FBcv_0000171>	"Expression pattern that is constant throughout the assayed anatomical entity."	"PATO:0000438"
<http://purl.obolibrary.org/obo/CHEBI_29228>	"A diatomic molecule containing covalently bonded hydrogen and fluorine atoms."	"KEGG:C16487"
<http://purl.obolibrary.org/obo/CHEBI_35570>		
<http://purl.obolibrary.org/obo/FBcv_0003091>	"A result of Ribo-seq analysis that profiles ribosome protected sequences along the genome."	
<http://purl.obolibrary.org/obo/FBcv_0005083>	"Sequence that forms part of the gene product encoded by a transgenic locus or modified endogenous locus and which results in the tagged gene product being targeted for degradation, where this property can be regulated by a small molecule."	
<http://purl.obolibrary.org/obo/FBcv_0000429>	"Phenotype that is any abnormality in the shape (PATO:0000052) of some cell compared to wild-type."	
<http://purl.obolibrary.org/obo/FBcv_0000307>	"Expression is limited to males by virtue of the particular biology of males, rather than the sex-linkage of the gene(s) involved."	
<http://purl.obolibrary.org/obo/CHEBI_33836>		
<http://purl.obolibrary.org/obo/FBcv_0006002>	"Phenotype that is a decrease in the number of gametes produced."	
<http://purl.obolibrary.org/obo/FBcv_0004000>	"Phenotype that is any abnormality in sensory perception of light stimulus (GO:0050953). 'sensory perception of light stimulus' is defined as: 'The series of events required for an organism to receive a sensory light stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process.'"	
<http://purl.obolibrary.org/obo/CHEBI_33703>		
<http://purl.obolibrary.org/obo/CHEBI_35588>	"The 3H-tautomer of purine."	
<http://purl.obolibrary.org/obo/FBcv_0000352>	"A phenotype of a population that is the death of a majority of animals in that population prior to becoming a mature adult, where mature is defined as after adult stage A3 (FBdv:00006012)."	
<http://purl.obolibrary.org/obo/FBcv_0003165>	"A sample that has undergone a disruption to the activity of one of its genes."	
<http://purl.obolibrary.org/obo/FBcv_0000675>		
<http://purl.obolibrary.org/obo/FBcv_0003158>	"A sample that is derived from a population of cells undergoing a log phase of division."	
<http://purl.obolibrary.org/obo/CHEBI_59698>	"Compounds containing one or more phosphoric acid units."	
<http://purl.obolibrary.org/obo/FBcv_0000505>	"Mutation induced by exposure to alpha rays."	
<http://purl.obolibrary.org/obo/FBcv_0000110>	"30-60% of egg length from the posterior tip (0%) of the egg or pre-gastrula embryo."	
<http://purl.obolibrary.org/obo/CHEBI_36016>	"A chloroalkane that is ethane in which one or more of the  hydrogens is replaced by chlorine."	
<http://purl.obolibrary.org/obo/CHEBI_59765>	"Hydroxy boron compounds of general formula BxOyHz."	
<http://purl.obolibrary.org/obo/CHEBI_35571>		
<http://purl.obolibrary.org/obo/FBcv_0003150>	"A sample in which the individuals have not undergone mating."	
<http://purl.obolibrary.org/obo/CHEBI_62081>	"An alkanesulfonate in which the carbon at position 1 is attached to at least two hydrogens."	"MetaCyc:Alkanesulfonates KEGG:C15521"
<http://purl.obolibrary.org/obo/CHEBI_29987>	"A dicarboxylic acid dianion that is the conjugate base of glutamate(1-)."	
<http://purl.obolibrary.org/obo/FBcv_0000290>	"An allele that either makes a normally functioning gene product but at higher levels or in a different spatial or temporal pattern to wild-type, or a product with increased or novel activity compared to wild-type."	
<http://purl.obolibrary.org/obo/FBcv_0000247>	"Publication in the Estonian language."	
<http://purl.obolibrary.org/obo/FBcv_0003163>	"The conditioned medium containing factors secreted by cultured cells that has been isolated."	
<http://purl.obolibrary.org/obo/FBcv_0000369>	"A phenotype of female sterility due to defects in somatic cells of the ovary (FBbt:00006030), or of the products of these cells (such as eggshell)."	
<http://purl.obolibrary.org/obo/CHEBI_27732>	"A trimethylxanthine in which the three methyl groups are located at positions 1, 3, and 7. A purine alkaloid that occurs naturally in tea and coffee."	"LINCS:LSM-2026 MetaCyc:1-3-7-TRIMETHYLXANTHINE KEGG:C07481 PDBeChem:CFF Wikipedia:Caffeine KNApSAcK:C00001492 KEGG:D00528 DrugBank:DB00201 HMDB:HMDB0001847"
<http://purl.obolibrary.org/obo/CHEBI_83982>	"A proteinogenic amino acid derivative resulting from reaction of L-glutamic acid at the amino group or either of the carboxy groups, or from the replacement of any hydrogen of L-glutamic acid by a heteroatom."	
